# Swiss Law Collection — cantonal acts of type 'Parliamentary ordinance (decree)' by canton, year and legal domain
# year = enactment year; 'unknown' rows are undated laws
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,etat,sante,educ,infra,eco,fin,autres,total
FR,1988,1,0,0,1,0,0,0,2
JU,1988,1,0,0,0,0,5,0,6
LU,1988,4,0,0,0,0,0,0,4
NE,1988,0,0,1,0,0,0,0,1
OW,1988,1,2,1,2,0,1,0,7
SG,1988,2,3,2,0,0,1,0,8
SH,1988,1,0,0,0,0,0,1,2
UR,1988,0,0,0,1,1,0,0,2
VD,1988,0,0,0,1,0,0,0,1
ZG,1988,1,1,0,0,0,1,0,3
AG,1989,2,0,1,2,0,0,0,5
AI,1989,0,1,0,1,2,0,0,4
AR,1989,0,0,0,0,0,1,0,1
BE,1989,1,0,0,0,0,0,0,1
BL,1989,1,0,1,0,0,0,0,2
GL,1989,1,0,0,3,0,0,0,4
GR,1989,0,0,0,0,0,0,1,1
JU,1989,1,0,0,0,0,0,0,1
LU,1989,3,0,0,0,0,1,0,4
NE,1989,0,1,0,0,0,0,0,1
NW,1989,1,1,0,2,0,0,1,5
OW,1989,1,0,0,2,0,0,1,4
SG,1989,0,1,0,1,1,1,0,4
TI,1989,0,0,0,0,0,1,0,1
UR,1989,0,1,0,0,0,0,0,1
AG,1990,2,1,0,1,0,0,0,4
AR,1990,1,1,0,0,0,0,0,2
BE,1990,0,0,0,1,0,0,0,1
BL,1990,0,1,0,1,0,0,0,2
FR,1990,2,0,0,0,0,0,0,2
GL,1990,0,0,0,1,0,0,0,1
GR,1990,0,0,0,0,0,1,0,1
JU,1990,1,0,1,0,0,0,0,2
LU,1990,11,0,0,0,0,0,1,12
NE,1990,0,0,0,1,0,0,0,1
NW,1990,1,1,0,0,0,0,1,3
OW,1990,1,0,0,2,0,0,0,3
SG,1990,0,5,1,2,0,3,0,11
SO,1990,0,0,1,0,0,0,0,1
SZ,1990,0,0,0,0,1,1,0,2
TI,1990,1,0,1,1,0,0,0,3
UR,1990,0,1,0,1,1,0,0,3
VD,1990,1,0,0,0,0,0,0,1
ZG,1990,1,0,0,0,0,0,0,1
AG,1991,1,0,2,0,0,0,0,3
AI,1991,0,0,1,0,0,0,0,1
AR,1991,0,0,0,1,0,1,0,2
BE,1991,0,0,0,1,0,0,0,1
BL,1991,0,1,0,0,0,0,0,1
FR,1991,2,0,0,0,0,0,0,2
JU,1991,0,1,0,1,0,0,0,2
LU,1991,6,0,0,0,0,1,1,8
NE,1991,0,0,0,1,0,0,0,1
NW,1991,0,1,0,0,0,2,0,3
OW,1991,0,8,1,1,0,0,0,10
SG,1991,1,2,1,2,0,2,0,8
SZ,1991,0,0,0,1,0,0,0,1
TI,1991,1,0,0,0,1,0,0,2
UR,1991,0,1,2,0,0,0,0,3
VD,1991,0,0,0,0,0,1,0,1
ZG,1991,0,0,0,0,1,1,0,2
ZH,1991,2,1,0,0,0,0,0,3
AI,1992,0,2,0,1,0,0,0,3
AR,1992,1,2,0,0,1,0,1,5
BE,1992,1,1,0,0,0,0,1,3
BL,1992,0,0,0,1,0,0,0,1
