# Swiss Law Collection — cantonal acts of type 'Act' by canton, year and topic (full systematics depth)
# counting_unit: published_copies — one count per canton whose collection publishes the act
# year = enactment year; 'unknown' rows are undated laws
# topic = the LexFind global-systematics path at the depth the source classifies the act, French labels joined by '.' (Etat.Dispositions générales.contrôle des habitants); acts classified only at the top level appear at that depth, unclassified ones as 'Non classé'
# same counts as the canton x year x domain export next to this file, keyed on the full code instead of its first segment: for any (canton, year) the two sum to the same number
# dotted codes and labels in de/fr/it/en: api/v1/categories/global_paths.json
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,topic,number
AI,2018,"Finances, Impôts, monopoles, entreprises d'état.Monopoles, régales, entreprises d'état.Mines",1
AI,2022,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Travaux publics.Marchés publics",1
AR,1882,"Santé, travail, droit des assurances sociales, logement, homes",1
AR,1883,"Santé, travail, droit des assurances sociales, logement, homes",1
AR,1900,Etat.Autorités.Gouvernement et administration.Droit du personnel.Serment,1
AR,1902,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Expropriation",1
AR,1913,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
AR,1920,"Santé, travail, droit des assurances sociales, logement, homes.Droit du travail.Employés.Dimanches et jours fériés",1
AR,1924,Economie,1
AR,1931,"Finances, Impôts, monopoles, entreprises d'état.Impôts.Taxes sur les spectacles",1
AR,1948,Economie.Commerce.Horaires de fermeture des magasins,1
AR,1949,"Santé, travail, droit des assurances sociales, logement, homes.Droit des assurances sociales.AVS/AI",1
AR,1962,"Santé, travail, droit des assurances sociales, logement, homes",1
AR,1963,"Enseignement, sciences, documentation et culture",1
AR,1965,"Santé, travail, droit des assurances sociales, logement, homes",1
AR,1966,"Santé, travail, droit des assurances sociales, logement, homes.Droit des assurances sociales.Prestations complémentaires",1
AR,1966,"Santé, travail, droit des assurances sociales, logement, homes.Logement.Mesures d'encouragement à la construction de logements",1
AR,1967,"Santé, travail, droit des assurances sociales, logement, homes.Droit des assurances sociales.LAA",1
AR,1969,"Défense nationale, protection de la population, police.Sécurité intérieure.Maintien de la tranquillité et de l'ordre public.Chiens, animaux dangereux",1
AR,1969,"Santé, travail, droit des assurances sociales, logement, homes",1
AR,1972,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
AR,1974,"Santé, travail, droit des assurances sociales, logement, homes.Assistance.Aide sociale",1
AR,1976,Economie.Arts et métiers.Services.Tourisme,1
AR,1977,"Santé, travail, droit des assurances sociales, logement, homes.Droit des assurances sociales.AVS/AI",1
AR,1978,Droit pénal.Procédure pénale.Codes de procédure pénale,1
AR,1980,"Santé, travail, droit des assurances sociales, logement, homes",1
AR,1980,"Santé, travail, droit des assurances sociales, logement, homes.Assistance.Avances sur les pensions alimentaires",1
AR,1981,Economie,1
AR,1982,Etat.Autorités.Gouvernement et administration.Emoluments administratifs,1
