DATAFLOW,CANTON,DOMAIN,TIME_PERIOD,OBS_VALUE
SLC:DF_CONCORDATS(1.0),ZH,eco,2022,1
SLC:DF_CONCORDATS(1.0),AG,educ,2023,1
SLC:DF_CONCORDATS(1.0),AG,etat,2023,1
SLC:DF_CONCORDATS(1.0),BE,etat,2023,2
SLC:DF_CONCORDATS(1.0),BL,etat,2023,1
SLC:DF_CONCORDATS(1.0),BS,educ,2023,1
SLC:DF_CONCORDATS(1.0),GE,autres,2023,1
SLC:DF_CONCORDATS(1.0),GL,infra,2023,1
SLC:DF_CONCORDATS(1.0),JU,etat,2023,1
SLC:DF_CONCORDATS(1.0),LU,educ,2023,1
SLC:DF_CONCORDATS(1.0),SZ,infra,2023,1
SLC:DF_CONCORDATS(1.0),TG,etat,2023,1
SLC:DF_CONCORDATS(1.0),VD,sante,2023,1
SLC:DF_CONCORDATS(1.0),VS,sante,2023,1
SLC:DF_CONCORDATS(1.0),ZG,educ,2023,1
SLC:DF_CONCORDATS(1.0),ZH,infra,2023,1
SLC:DF_CONCORDATS(1.0),BE,etat,2024,4
SLC:DF_CONCORDATS(1.0),GR,autres,2024,1
SLC:DF_CONCORDATS(1.0),JU,etat,2024,5
SLC:DF_CONCORDATS(1.0),TG,infra,2024,1
SLC:DF_CONCORDATS(1.0),VD,etat,2024,1
SLC:DF_CONCORDATS(1.0),ZH,eco,2024,1
SLC:DF_CONCORDATS(1.0),ZH,educ,2024,1
SLC:DF_CONCORDATS(1.0),ZH,infra,2024,1
SLC:DF_CONCORDATS(1.0),AG,etat,2025,1
SLC:DF_CONCORDATS(1.0),AI,autres,2025,1
SLC:DF_CONCORDATS(1.0),AR,sante,2025,1
SLC:DF_CONCORDATS(1.0),BE,eco,2025,1
SLC:DF_CONCORDATS(1.0),BE,etat,2025,29
SLC:DF_CONCORDATS(1.0),FR,educ,2025,1
SLC:DF_CONCORDATS(1.0),JU,eco,2025,1
SLC:DF_CONCORDATS(1.0),JU,etat,2025,30
SLC:DF_CONCORDATS(1.0),ZH,etat,2025,1
